               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.031698,             0.01006,           0.0089923,             0.97604,                   1,               0.995,             0.72143,            0.018533,           0.0046786,           0.0030663,           0.0037828,           0.0037828,           0.0037828
                 159,            0.031828,            0.010445,           0.0096188,             0.97682,                   1,               0.995,             0.68422,            0.017457,           0.0045274,            0.003028,           0.0037432,           0.0037432,           0.0037432
                 160,            0.030715,           0.0093375,            0.009939,             0.97682,                   1,               0.995,             0.68422,            0.017457,           0.0045274,            0.003028,           0.0037036,           0.0037036,           0.0037036
                 161,            0.026227,            0.010394,            0.010184,             0.97706,                   1,               0.995,             0.75881,            0.015008,           0.0045178,           0.0029853,            0.003664,            0.003664,            0.003664
                 162,            0.032967,            0.010069,           0.0094947,             0.97706,                   1,               0.995,             0.75881,            0.015008,           0.0045178,           0.0029853,           0.0036244,           0.0036244,           0.0036244
                 163,            0.029763,            0.010725,            0.011435,             0.97864,                   1,               0.995,             0.70915,            0.017587,           0.0043734,           0.0029778,           0.0035848,           0.0035848,           0.0035848
                 164,            0.029911,           0.0088722,            0.013275,             0.97864,                   1,               0.995,             0.70915,            0.017587,           0.0043734,           0.0029778,           0.0035452,           0.0035452,           0.0035452
                 165,            0.032254,            0.011251,            0.013041,             0.97716,                   1,               0.995,             0.77118,            0.013238,           0.0043224,           0.0029706,           0.0035056,           0.0035056,           0.0035056
                 166,               0.028,            0.008597,            0.010723,             0.97716,                   1,               0.995,             0.77118,            0.013238,           0.0043224,           0.0029706,            0.003466,            0.003466,            0.003466
                 167,            0.025222,           0.0081738,            0.010692,             0.97714,                   1,               0.995,              0.6965,            0.019796,           0.0042816,            0.002958,           0.0034264,           0.0034264,           0.0034264
                 168,             0.02824,           0.0093108,           0.0094071,             0.97714,                   1,               0.995,              0.6965,            0.019796,           0.0042816,            0.002958,           0.0033868,           0.0033868,           0.0033868
                 169,            0.025048,            0.009183,           0.0071907,             0.97677,                   1,               0.995,             0.74627,            0.015276,           0.0042532,           0.0029446,           0.0033472,           0.0033472,           0.0033472
                 170,             0.02878,            0.008622,           0.0096853,             0.97677,                   1,               0.995,             0.74627,            0.015276,           0.0042532,           0.0029446,           0.0033076,           0.0033076,           0.0033076
                 171,            0.026596,           0.0087958,            0.011916,             0.97818,                   1,               0.995,             0.60969,             0.01871,           0.0041745,           0.0029073,            0.003268,            0.003268,            0.003268
                 172,            0.029113,           0.0098478,           0.0096241,             0.97818,                   1,               0.995,             0.60969,             0.01871,           0.0041745,           0.0029073,           0.0032284,           0.0032284,           0.0032284
                 173,            0.025469,           0.0097307,            0.010457,             0.97894,                   1,               0.995,             0.80852,             0.01353,           0.0042552,           0.0028794,           0.0031888,           0.0031888,           0.0031888
                 174,            0.025581,            0.010841,           0.0086793,             0.97894,                   1,               0.995,             0.80852,             0.01353,           0.0042552,           0.0028794,           0.0031492,           0.0031492,           0.0031492
                 175,            0.029673,           0.0090394,            0.012279,             0.97957,                   1,               0.995,             0.60145,             0.02004,           0.0042144,           0.0028631,           0.0031096,           0.0031096,           0.0031096
                 176,            0.024697,           0.0088431,             0.00955,             0.97957,                   1,               0.995,             0.60145,             0.02004,           0.0042144,           0.0028631,             0.00307,             0.00307,             0.00307
                 177,            0.022942,            0.010842,           0.0099796,             0.97858,                   1,               0.995,             0.73391,            0.012703,            0.004097,           0.0028202,           0.0030304,           0.0030304,           0.0030304
                 178,            0.025698,           0.0097077,           0.0085661,             0.97858,                   1,               0.995,             0.73391,            0.012703,            0.004097,           0.0028202,           0.0029908,           0.0029908,           0.0029908
                 179,            0.030078,            0.010317,            0.015788,             0.97572,                   1,               0.995,             0.60955,            0.018695,           0.0042518,           0.0027826,           0.0029512,           0.0029512,           0.0029512
                 180,             0.02432,           0.0077141,            0.008006,             0.97572,                   1,               0.995,             0.60955,            0.018695,           0.0042518,           0.0027826,           0.0029116,           0.0029116,           0.0029116
                 181,            0.022215,           0.0086732,             0.01105,             0.97667,                   1,               0.995,              0.8085,            0.012478,           0.0041597,           0.0027595,            0.002872,            0.002872,            0.002872
                 182,            0.028639,           0.0092138,            0.010072,             0.97667,                   1,               0.995,              0.8085,            0.012478,           0.0041597,           0.0027595,           0.0028324,           0.0028324,           0.0028324
                 183,            0.025426,            0.010106,            0.009665,             0.97614,                   1,               0.995,             0.69653,            0.016787,           0.0042047,           0.0027455,           0.0027928,           0.0027928,           0.0027928
                 184,            0.020324,            0.008811,           0.0060185,             0.97614,                   1,               0.995,             0.69653,            0.016787,           0.0042047,           0.0027455,           0.0027532,           0.0027532,           0.0027532
                 185,            0.022909,           0.0091037,           0.0079851,             0.97424,                   1,               0.995,             0.80852,            0.013583,           0.0040681,           0.0027046,           0.0027136,           0.0027136,           0.0027136
                 186,            0.024764,           0.0081671,            0.011726,             0.97424,                   1,               0.995,             0.80852,            0.013583,           0.0040681,           0.0027046,            0.002674,            0.002674,            0.002674
                 187,            0.025092,            0.010102,            0.011339,              0.9726,                   1,               0.995,             0.68418,            0.017806,           0.0042091,           0.0026502,           0.0026344,           0.0026344,           0.0026344
                 188,            0.024386,           0.0070962,           0.0095807,              0.9726,                   1,               0.995,             0.68418,            0.017806,           0.0042091,           0.0026502,           0.0025948,           0.0025948,           0.0025948
                 189,            0.025484,            0.010116,           0.0091249,             0.97371,                   1,               0.995,             0.82091,            0.013113,           0.0040901,           0.0026172,           0.0025552,           0.0025552,           0.0025552
                 190,            0.026525,           0.0092094,           0.0074376,             0.97371,                   1,               0.995,             0.82091,            0.013113,           0.0040901,           0.0026172,           0.0025156,           0.0025156,           0.0025156
                 191,            0.024563,           0.0087006,            0.009142,             0.97246,                   1,               0.995,             0.65936,            0.016841,           0.0042359,           0.0025722,            0.002476,            0.002476,            0.002476
                 192,            0.021298,           0.0088491,            0.011665,             0.97246,                   1,               0.995,             0.65936,            0.016841,           0.0042359,           0.0025722,           0.0024364,           0.0024364,           0.0024364
                 193,            0.020328,           0.0086003,           0.0077482,             0.97227,                   1,               0.995,             0.82094,            0.012588,           0.0040739,           0.0025366,           0.0023968,           0.0023968,           0.0023968
                 194,            0.021074,           0.0078593,           0.0053843,             0.97227,                   1,               0.995,             0.82094,            0.012588,           0.0040739,           0.0025366,           0.0023572,           0.0023572,           0.0023572
                 195,            0.025485,           0.0076249,           0.0066887,             0.97156,                   1,               0.995,             0.69666,            0.015603,           0.0041444,           0.0025195,           0.0023176,           0.0023176,           0.0023176
                 196,            0.024605,            0.010145,           0.0094074,             0.97156,                   1,               0.995,             0.69666,            0.015603,           0.0041444,           0.0025195,            0.002278,            0.002278,            0.002278
                 197,            0.020391,           0.0074843,           0.0080937,             0.97221,                   1,               0.995,             0.83349,            0.012078,            0.003927,            0.002499,           0.0022384,           0.0022384,           0.0022384
                 198,            0.023635,           0.0085596,           0.0096481,             0.97221,                   1,               0.995,             0.83349,            0.012078,            0.003927,            0.002499,           0.0021988,           0.0021988,           0.0021988
                 199,            0.024453,           0.0067249,             0.01037,             0.97152,                   1,               0.995,              0.7962,            0.012441,            0.003793,           0.0024803,           0.0021592,           0.0021592,           0.0021592
                 200,            0.022516,            0.010055,           0.0085574,             0.97152,                   1,               0.995,              0.7962,            0.012441,            0.003793,           0.0024803,           0.0021196,           0.0021196,           0.0021196
                 201,            0.021098,            0.010154,           0.0065214,             0.97153,                   1,               0.995,             0.80876,            0.013507,            0.003937,           0.0024636,             0.00208,             0.00208,             0.00208
                 202,            0.023861,           0.0075537,           0.0078548,             0.97153,                   1,               0.995,             0.80876,            0.013507,            0.003937,           0.0024636,           0.0020404,           0.0020404,           0.0020404
                 203,            0.029019,           0.0083878,            0.010815,             0.97065,                   1,               0.995,             0.84596,            0.014407,           0.0039095,           0.0024431,           0.0020008,           0.0020008,           0.0020008
                 204,            0.019914,           0.0085073,            0.008021,             0.97065,                   1,               0.995,             0.84596,            0.014407,           0.0039095,           0.0024431,           0.0019612,           0.0019612,           0.0019612
                 205,            0.017395,            0.008561,           0.0064069,             0.97072,                   1,               0.995,              0.8955,            0.016349,           0.0037265,           0.0024393,           0.0019216,           0.0019216,           0.0019216
                 206,            0.026306,           0.0081526,           0.0086958,             0.97072,                   1,               0.995,              0.8955,            0.016349,           0.0037265,           0.0024393,            0.001882,            0.001882,            0.001882
                 207,            0.022053,           0.0095388,           0.0079208,             0.97012,                   1,               0.995,             0.87072,            0.013472,           0.0035933,           0.0024345,           0.0018424,           0.0018424,           0.0018424
                 208,             0.02075,           0.0076772,           0.0088186,             0.97012,                   1,               0.995,             0.87072,            0.013472,           0.0035933,           0.0024345,           0.0018028,           0.0018028,           0.0018028
                 209,            0.018545,           0.0082558,           0.0070547,             0.97011,                   1,               0.995,              0.8955,            0.014601,           0.0037173,           0.0024334,           0.0017632,           0.0017632,           0.0017632
                 210,             0.02138,           0.0075618,           0.0060216,             0.97011,                   1,               0.995,              0.8955,            0.014601,           0.0037173,           0.0024334,           0.0017236,           0.0017236,           0.0017236
                 211,            0.020656,           0.0081884,           0.0056777,             0.97061,                   1,               0.995,             0.80872,            0.012316,            0.003438,           0.0024303,            0.001684,            0.001684,            0.001684
                 212,              0.0193,           0.0082537,           0.0093875,             0.97061,                   1,               0.995,             0.80872,            0.012316,            0.003438,           0.0024303,           0.0016444,           0.0016444,           0.0016444
                 213,            0.016721,           0.0069968,            0.012611,              0.9704,                   1,               0.995,             0.90807,            0.013079,           0.0034258,           0.0024176,           0.0016048,           0.0016048,           0.0016048
                 214,            0.019799,           0.0078275,           0.0073834,              0.9704,                   1,               0.995,             0.90807,            0.013079,           0.0034258,           0.0024176,           0.0015652,           0.0015652,           0.0015652
                 215,            0.020913,           0.0088558,           0.0070067,             0.97028,                   1,               0.995,             0.87074,            0.011345,           0.0034938,           0.0024105,           0.0015256,           0.0015256,           0.0015256
                 216,            0.018263,           0.0093189,           0.0084548,             0.97028,                   1,               0.995,             0.87074,            0.011345,           0.0034938,           0.0024105,            0.001486,            0.001486,            0.001486
                 217,            0.022122,           0.0095297,            0.009131,             0.97028,                   1,               0.995,             0.88332,             0.01148,            0.003409,           0.0023923,           0.0014464,           0.0014464,           0.0014464
                 218,            0.020702,           0.0075435,           0.0060548,             0.97028,                   1,               0.995,             0.88332,             0.01148,            0.003409,           0.0023923,           0.0014068,           0.0014068,           0.0014068
                 219,            0.020794,           0.0072809,           0.0060771,             0.96984,                   1,               0.995,             0.80874,            0.012602,           0.0035259,           0.0023519,           0.0013672,           0.0013672,           0.0013672
                 220,            0.020692,            0.007767,           0.0080083,             0.96984,                   1,               0.995,             0.80874,            0.012602,           0.0035259,           0.0023519,           0.0013276,           0.0013276,           0.0013276
                 221,            0.016671,           0.0085176,            0.010253,              0.9708,                   1,               0.995,             0.83351,            0.010798,           0.0033875,           0.0023377,            0.001288,            0.001288,            0.001288
                 222,            0.016726,           0.0078674,           0.0070972,              0.9708,                   1,               0.995,             0.83351,            0.010798,           0.0033875,           0.0023377,           0.0012484,           0.0012484,           0.0012484
                 223,            0.020849,           0.0090524,            0.010745,             0.97101,                   1,               0.995,             0.85832,            0.011926,           0.0034957,           0.0023069,           0.0012088,           0.0012088,           0.0012088
                 224,            0.020326,           0.0094871,           0.0073096,             0.97101,                   1,               0.995,             0.85832,            0.011926,           0.0034957,           0.0023069,           0.0011692,           0.0011692,           0.0011692
                 225,            0.021633,           0.0096142,           0.0073184,             0.97154,                   1,               0.995,              0.8955,            0.010134,           0.0033007,           0.0022934,           0.0011296,           0.0011296,           0.0011296
                 226,            0.018136,           0.0086376,           0.0069852,             0.97154,                   1,               0.995,              0.8955,            0.010134,           0.0033007,           0.0022934,             0.00109,             0.00109,             0.00109
                 227,            0.019285,           0.0085593,           0.0096147,             0.97253,                   1,               0.995,             0.85832,            0.010879,           0.0033431,           0.0022831,           0.0010504,           0.0010504,           0.0010504
                 228,            0.017127,           0.0077685,           0.0061525,             0.97253,                   1,               0.995,             0.85832,            0.010879,           0.0033431,           0.0022831,           0.0010108,           0.0010108,           0.0010108
                 229,            0.019697,           0.0079769,           0.0075038,             0.97309,                   1,               0.995,             0.83353,            0.012555,           0.0034553,           0.0022704,           0.0009712,           0.0009712,           0.0009712
                 230,              0.0176,           0.0074796,           0.0085989,             0.97309,                   1,               0.995,             0.83353,            0.012555,           0.0034553,           0.0022704,           0.0009316,           0.0009316,           0.0009316
                 231,            0.016795,           0.0074174,            0.010159,             0.97358,                   1,               0.995,             0.83351,             0.01164,           0.0033998,           0.0022599,            0.000892,            0.000892,            0.000892
                 232,            0.016333,           0.0079493,           0.0056546,             0.97358,                   1,               0.995,             0.83351,             0.01164,           0.0033998,           0.0022599,           0.0008524,           0.0008524,           0.0008524
                 233,             0.01648,           0.0077466,           0.0076756,             0.97329,                   1,               0.995,             0.83353,            0.011226,           0.0033394,           0.0022523,           0.0008128,           0.0008128,           0.0008128
                 234,            0.018233,           0.0099495,           0.0084695,             0.97329,                   1,               0.995,             0.83353,            0.011226,           0.0033394,           0.0022523,           0.0007732,           0.0007732,           0.0007732
                 235,            0.016032,           0.0098612,           0.0063855,             0.97359,                   1,               0.995,              0.8955,            0.010971,           0.0033132,            0.002256,           0.0007336,           0.0007336,           0.0007336
                 236,            0.018561,           0.0076838,            0.010065,             0.97359,                   1,               0.995,              0.8955,            0.010971,           0.0033132,            0.002256,            0.000694,            0.000694,            0.000694
                 237,             0.01586,           0.0075712,           0.0057458,             0.97345,                   1,               0.995,              0.8955,             0.01115,           0.0033535,            0.002253,           0.0006544,           0.0006544,           0.0006544
                 238,            0.018465,            0.007637,           0.0085144,             0.97345,                   1,               0.995,              0.8955,             0.01115,           0.0033535,            0.002253,           0.0006148,           0.0006148,           0.0006148
                 239,            0.014492,           0.0077523,           0.0054123,             0.97349,                   1,               0.995,              0.8955,            0.011232,           0.0033691,           0.0022518,           0.0005752,           0.0005752,           0.0005752
                 240,             0.01715,           0.0085229,           0.0075124,             0.97349,                   1,               0.995,              0.8955,            0.011232,           0.0033691,           0.0022518,           0.0005356,           0.0005356,           0.0005356
                 241,            0.016803,           0.0067908,            0.006645,             0.97368,                   1,               0.995,             0.83354,            0.011239,           0.0033995,            0.002238,            0.000496,            0.000496,            0.000496
                 242,            0.015829,           0.0077551,           0.0061967,             0.97368,                   1,               0.995,             0.83354,            0.011239,           0.0033995,            0.002238,           0.0004564,           0.0004564,           0.0004564
                 243,             0.01797,           0.0080869,           0.0058994,             0.97396,                   1,               0.995,             0.83353,             0.01085,           0.0033699,           0.0022297,           0.0004168,           0.0004168,           0.0004168
                 244,             0.01825,           0.0086663,           0.0077296,             0.97396,                   1,               0.995,             0.83353,             0.01085,           0.0033699,           0.0022297,           0.0003772,           0.0003772,           0.0003772
                 245,            0.020675,           0.0082381,           0.0096132,             0.97416,                   1,               0.995,             0.83352,             0.01071,           0.0033768,           0.0022218,           0.0003376,           0.0003376,           0.0003376
                 246,            0.018494,           0.0081637,           0.0074674,             0.97416,                   1,               0.995,             0.83352,             0.01071,           0.0033768,           0.0022218,            0.000298,            0.000298,            0.000298
                 247,            0.015856,            0.007893,           0.0051923,             0.97462,                   1,               0.995,             0.83352,            0.010793,            0.003385,           0.0022127,           0.0002584,           0.0002584,           0.0002584
                 248,            0.016117,           0.0084051,           0.0082898,             0.97462,                   1,               0.995,             0.83352,            0.010793,            0.003385,           0.0022127,           0.0002188,           0.0002188,           0.0002188
                 249,            0.018291,           0.0081014,           0.0083843,             0.97439,                   1,               0.995,             0.83352,            0.010803,           0.0034099,           0.0022066,           0.0001792,           0.0001792,           0.0001792
